EOG_left_h,EOG_right_h,EOG_left_v,EOG_right_v,head_horizontal,head_frontal,head_sagittal
27.6206905012753,3.53654444072869,-41.9819984639305,43.6792155556848,0.0,0.0,0.0
27.6206905012753,3.53654444072869,-41.9819984639305,43.6792155556848,-0.000322543433867395,0.000638310622889549,0.0011294191936031
27.6206905012753,3.53654444072869,-41.9819984639305,43.6792155556848,-0.000644834246486425,0.0012747785076499,0.00225625513121486
27.6206905012753,3.53654444072869,-41.9819984639305,43.6792155556848,-0.000966873019933701,0.00190940522588789,0.00338051002472639
27.6206905012753,3.53654444072869,-41.9819984639305,43.6792155556848,-0.00128866021987051,0.00254219234921038,0.00450218701735139
27.6206905012753,3.53654444072869,-41.9819984639305,43.6792155556848,-0.00161019631195813,0.00317314127460122,0.00562128843739629
27.6206905012753,3.53654444072869,-41.9819984639305,43.6792155556848,-0.00193148176185787,0.00380225363187492,0.00673781661316752
27.6206905012753,3.53654444072869,-41.9819984639305,43.6792155556848,-0.00225251726806164,0.00442953081801534,0.00785177480429411
27.6206905012753,3.53654444072869,-41.9819984639305,43.6792155556848,-0.00257330294698477,0.00505497446283698,0.00896316487342119
27.6206905012753,3.53654444072869,-41.9819984639305,43.6792155556848,-0.00289383949711919,0.00567858619615436,0.0100719900801778
27.6206905012753,3.53654444072869,-41.9819984639305,43.6792155556848,-0.00321412738412619,0.00630036741495132,0.011178252287209
27.6206905012753,3.53654444072869,-41.9819984639305,43.6792155556848,-0.00353416730649769,0.00692031998187304,0.0122819542884827
27.6206905012753,3.53654444072869,-41.9819984639305,43.6792155556848,-0.00385395949706435,0.00753844529390335,0.0133830988779664
27.6206905012753,3.53654444072869,-41.9819984639305,43.6792155556848,-0.00417350465431809,0.00815474428236485,0.014481688849628
27.6206905012753,3.53654444072869,-41.9819984639305,43.6792155556848,-0.00449280301108956,0.00876921880990267,0.0155777260661125
27.6206905012753,3.53654444072869,-41.9819984639305,43.6792155556848,-0.00481185503304005,0.00938187073916197,0.0166712142527103
27.6206905012753,3.53654444072869,-41.9819984639305,43.6792155556848,-0.00513066165149212,0.0099927019327879,0.017762154340744
27.6206905012753,3.53654444072869,-41.9819984639305,43.6792155556848,-0.00544922286644578,0.010601713322103,0.0188505500555038
27.6206905012753,3.53654444072869,-41.9819984639305,43.6792155556848,-0.0057675396092236,0.0112089058384299,0.019936403259635
27.6206905012753,3.53654444072869,-41.9819984639305,43.6792155556848,-0.00608561187982559,0.0118142822757363,0.0210197176784277
27.6206905012753,3.53654444072869,-41.9819984639305,43.6792155556848,-0.00640344060957432,0.0124178435653448,0.0221004951745272
27.6206905012753,3.53654444072869,-41.9819984639305,43.6792155556848,-0.00672102579846978,0.0130195906385779,0.0231787394732237
27.6206905012753,3.53654444072869,-41.9819984639305,43.6792155556848,-0.00703836837783456,0.0136195253580809,0.0242544505745173
27.6206905012753,3.53654444072869,-41.9819984639305,43.6792155556848,-0.00735546881332994,0.0142176495864987,0.0253276340663433
27.6206905012753,3.53654444072869,-41.9819984639305,43.6792155556848,-0.0076723275706172,0.0148139651864767,0.0263982899487019
27.6206905012753,3.53654444072869,-41.9819984639305,43.6792155556848,-0.00798894464969635,0.0154084730893373,0.0274664219468832
